UNIDAD;NEGOCIO;LINEA/PROCESO;Periodo Admon;FUENTE INFORMACIÓN;Suma de VALOR ANTES IVA
CORPORATIVO;CORPORATIVO;OTROS COMPENSAR;2022/05;Ejecutado;210544988
CORPORATIVO;CORPORATIVO;OTROS COMPENSAR;2022/06;Ejecutado;257707896,9
CORPORATIVO;CORPORATIVO;OTROS COMPENSAR;2022/07;Ejecutado;217790974,5
CORPORATIVO;CORPORATIVO;OTROS COMPENSAR;2022/08;Ejecutado;213918684,6
CORPORATIVO;CORPORATIVO;OTROS COMPENSAR;2022/09;Ejecutado;460701636,5
CORPORATIVO;CORPORATIVO;OTROS COMPENSAR;2022/10;Ejecutado;217104150,9
CORPORATIVO;CORPORATIVO;OTROS COMPENSAR;2022/11;Ejecutado;228962694
CORPORATIVO;CORPORATIVO;OTROS COMPENSAR;2022/12;Ejecutado;733023202
CORPORATIVO;CORPORATIVO;PLANEACION Y CONTROL CORPORATIVO;2022/01;Ejecutado;46029445,55
CORPORATIVO;CORPORATIVO;PLANEACION Y CONTROL CORPORATIVO;2022/02;Ejecutado;65814591,87
CORPORATIVO;CORPORATIVO;PLANEACION Y CONTROL CORPORATIVO;2022/03;Ejecutado;39411310,03
CORPORATIVO;CORPORATIVO;PLANEACION Y CONTROL CORPORATIVO;2022/04;Ejecutado;50761999,05
CORPORATIVO;CORPORATIVO;PLANEACION Y CONTROL CORPORATIVO;2022/05;Ejecutado;53340378,52
CORPORATIVO;CORPORATIVO;PLANEACION Y CONTROL CORPORATIVO;2022/06;Ejecutado;66158649,41
CORPORATIVO;CORPORATIVO;PLANEACION Y CONTROL CORPORATIVO;2022/07;Ejecutado;75274605,74
CORPORATIVO;CORPORATIVO;PLANEACION Y CONTROL CORPORATIVO;2022/08;Ejecutado;64905090,1
CORPORATIVO;CORPORATIVO;PLANEACION Y CONTROL CORPORATIVO;2022/09;Ejecutado;121046033
CORPORATIVO;CORPORATIVO;PLANEACION Y CONTROL CORPORATIVO;2022/10;Ejecutado;58725510,14
CORPORATIVO;CORPORATIVO;PLANEACION Y CONTROL CORPORATIVO;2022/11;Ejecutado;154781200
CORPORATIVO;CORPORATIVO;PLANEACION Y CONTROL CORPORATIVO;2022/12;Ejecutado;304973470
CORPORATIVO;GERENCIA DE CLIENTE;ACOMPAÑAMIENTO CON EL CLIENTE;2022/01;Ejecutado;679186329,7
CORPORATIVO;GERENCIA DE CLIENTE;ACOMPAÑAMIENTO CON EL CLIENTE;2022/02;Ejecutado;48364591,77
CORPORATIVO;GERENCIA DE CLIENTE;ACOMPAÑAMIENTO CON EL CLIENTE;2022/03;Ejecutado;37940225,33
CORPORATIVO;GERENCIA DE CLIENTE;ACOMPAÑAMIENTO CON EL CLIENTE;2022/04;Ejecutado;70558156,85
CORPORATIVO;GERENCIA DE CLIENTE;ACOMPAÑAMIENTO CON EL CLIENTE;2022/05;Ejecutado;69037964,72
CORPORATIVO;GERENCIA DE CLIENTE;ACOMPAÑAMIENTO CON EL CLIENTE;2022/06;Ejecutado;124687655,6
CORPORATIVO;GERENCIA DE CLIENTE;ACOMPAÑAMIENTO CON EL CLIENTE;2022/07;Ejecutado;124154720,3
CORPORATIVO;GERENCIA DE CLIENTE;ACOMPAÑAMIENTO CON EL CLIENTE;2022/08;Ejecutado;45063768,98
CORPORATIVO;GERENCIA DE CLIENTE;ACOMPAÑAMIENTO CON EL CLIENTE;2022/09;Ejecutado;45180726,28
CORPORATIVO;GERENCIA DE CLIENTE;ACOMPAÑAMIENTO CON EL CLIENTE;2022/10;Ejecutado;64282232,66
CORPORATIVO;GERENCIA DE CLIENTE;ACOMPAÑAMIENTO CON EL CLIENTE;2022/11;Ejecutado;50440996
CORPORATIVO;GERENCIA DE CLIENTE;ACOMPAÑAMIENTO CON EL CLIENTE;2022/12;Ejecutado;120843680
CORPORATIVO;GERENCIA DE CLIENTE;ADMINISTRACIÓN CLIENTE;2022/01;Ejecutado;43472302,99
CORPORATIVO;GERENCIA DE CLIENTE;ADMINISTRACIÓN CLIENTE;2022/02;Ejecutado;11238642,59
CORPORATIVO;GERENCIA DE CLIENTE;ADMINISTRACIÓN CLIENTE;2022/03;Ejecutado;11713768,15
CORPORATIVO;GERENCIA DE CLIENTE;ADMINISTRACIÓN CLIENTE;2022/04;Ejecutado;13348263,06
CORPORATIVO;GERENCIA DE CLIENTE;ADMINISTRACIÓN CLIENTE;2022/05;Ejecutado;13836857,53
CORPORATIVO;GERENCIA DE CLIENTE;ADMINISTRACIÓN CLIENTE;2022/06;Ejecutado;15530674,02
CORPORATIVO;GERENCIA DE CLIENTE;ADMINISTRACIÓN CLIENTE;2022/07;Ejecutado;14311195,3
CORPORATIVO;GERENCIA DE CLIENTE;ADMINISTRACIÓN CLIENTE;2022/08;Ejecutado;13990702,03
CORPORATIVO;GERENCIA DE CLIENTE;ADMINISTRACIÓN CLIENTE;2022/09;Ejecutado;12186440,7
CORPORATIVO;GERENCIA DE CLIENTE;ADMINISTRACIÓN CLIENTE;2022/10;Ejecutado;13984884,13
CORPORATIVO;GERENCIA DE CLIENTE;ADMINISTRACIÓN CLIENTE;2022/11;Ejecutado;16870894
CORPORATIVO;GERENCIA DE CLIENTE;ADMINISTRACIÓN CLIENTE;2022/12;Ejecutado;14971228
CORPORATIVO;GERENCIA DE CLIENTE;CANALES DE ATENCIÓN;2022/01;Ejecutado;920895378,9
CORPORATIVO;GERENCIA DE CLIENTE;CANALES DE ATENCIÓN;2022/02;Ejecutado;441527380,1
CORPORATIVO;GERENCIA DE CLIENTE;CANALES DE ATENCIÓN;2022/03;Ejecutado;660742965,9
CORPORATIVO;GERENCIA DE CLIENTE;CANALES DE ATENCIÓN;2022/04;Ejecutado;663338534,6
CORPORATIVO;GERENCIA DE CLIENTE;CANALES DE ATENCIÓN;2022/05;Ejecutado;591642265,3
CORPORATIVO;GERENCIA DE CLIENTE;CANALES DE ATENCIÓN;2022/06;Ejecutado;708203850,2
CORPORATIVO;GERENCIA DE CLIENTE;CANALES DE ATENCIÓN;2022/07;Ejecutado;684852942,1
CORPORATIVO;GERENCIA DE CLIENTE;CANALES DE ATENCIÓN;2022/08;Ejecutado;624834243
CORPORATIVO;GERENCIA DE CLIENTE;CANALES DE ATENCIÓN;2022/09;Ejecutado;802363608,7
CORPORATIVO;GERENCIA DE CLIENTE;CANALES DE ATENCIÓN;2022/10;Ejecutado;845026025,1
CORPORATIVO;GERENCIA DE CLIENTE;CANALES DE ATENCIÓN;2022/11;Ejecutado;678633975
CORPORATIVO;GERENCIA DE CLIENTE;CANALES DE ATENCIÓN;2022/12;Ejecutado;1165669617
CORPORATIVO;GERENCIA DE CLIENTE;CENTRO DE EXPERIENCIA;2022/01;Ejecutado;929595200,9
CORPORATIVO;GERENCIA DE CLIENTE;CENTRO DE EXPERIENCIA;2022/02;Ejecutado;21386328,92
CORPORATIVO;GERENCIA DE CLIENTE;CENTRO DE EXPERIENCIA;2022/03;Ejecutado;21073880,59
CORPORATIVO;GERENCIA DE CLIENTE;CENTRO DE EXPERIENCIA;2022/04;Ejecutado;56111537,87
CORPORATIVO;GERENCIA DE CLIENTE;CENTRO DE EXPERIENCIA;2022/05;Ejecutado;38892855,63
CORPORATIVO;GERENCIA DE CLIENTE;CENTRO DE EXPERIENCIA;2022/06;Ejecutado;106000308,3
CORPORATIVO;GERENCIA DE CLIENTE;CENTRO DE EXPERIENCIA;2022/07;Ejecutado;82345110,59
CORPORATIVO;GERENCIA DE CLIENTE;CENTRO DE EXPERIENCIA;2022/08;Ejecutado;26798857,8
CORPORATIVO;GERENCIA DE CLIENTE;CENTRO DE EXPERIENCIA;2022/09;Ejecutado;23199845,72
CORPORATIVO;GERENCIA DE CLIENTE;CENTRO DE EXPERIENCIA;2022/10;Ejecutado;53571152,5
CORPORATIVO;GERENCIA DE CLIENTE;CENTRO DE EXPERIENCIA;2022/11;Ejecutado;39464667
CORPORATIVO;GERENCIA DE CLIENTE;CENTRO DE EXPERIENCIA;2022/12;Ejecutado;197234279
CORPORATIVO;GERENCIA DE CLIENTE;CONOCIMIENTO DEL CLIENTE;2022/01;Ejecutado;19584358,86
CORPORATIVO;GERENCIA DE CLIENTE;CONOCIMIENTO DEL CLIENTE;2022/02;Ejecutado;14725136,19
CORPORATIVO;GERENCIA DE CLIENTE;CONOCIMIENTO DEL CLIENTE;2022/03;Ejecutado;10922464,69
CORPORATIVO;GERENCIA DE CLIENTE;CONOCIMIENTO DEL CLIENTE;2022/04;Ejecutado;9777318,801
CORPORATIVO;GERENCIA DE CLIENTE;CONOCIMIENTO DEL CLIENTE;2022/05;Ejecutado;10095180,43
CORPORATIVO;GERENCIA DE CLIENTE;CONOCIMIENTO DEL CLIENTE;2022/06;Ejecutado;20758910,86
CORPORATIVO;GERENCIA DE CLIENTE;CONOCIMIENTO DEL CLIENTE;2022/07;Ejecutado;25452946,01
CORPORATIVO;GERENCIA DE CLIENTE;CONOCIMIENTO DEL CLIENTE;2022/08;Ejecutado;8194516,722
CORPORATIVO;GERENCIA DE CLIENTE;CONOCIMIENTO DEL CLIENTE;2022/09;Ejecutado;5021942,3
CORPORATIVO;GERENCIA DE CLIENTE;CONOCIMIENTO DEL CLIENTE;2022/10;Ejecutado;12356620,46
CORPORATIVO;GERENCIA DE CLIENTE;CONOCIMIENTO DEL CLIENTE;2022/11;Ejecutado;6070812
CORPORATIVO;GERENCIA DE CLIENTE;CONOCIMIENTO DEL CLIENTE;2022/12;Ejecutado;13332176
CORPORATIVO;GERENCIA DE CLIENTE;VENTA INTEGRAL;2022/01;Ejecutado;86434276,25
CORPORATIVO;GERENCIA DE CLIENTE;VENTA INTEGRAL;2022/02;Ejecutado;12716363,24
CORPORATIVO;GERENCIA DE CLIENTE;VENTA INTEGRAL;2022/03;Ejecutado;11827938,86
CORPORATIVO;GERENCIA DE CLIENTE;VENTA INTEGRAL;2022/04;Ejecutado;13707819,22
CORPORATIVO;GERENCIA DE CLIENTE;VENTA INTEGRAL;2022/05;Ejecutado;15128454,08
CORPORATIVO;GERENCIA DE CLIENTE;VENTA INTEGRAL;2022/06;Ejecutado;15529290,28
CORPORATIVO;GERENCIA DE CLIENTE;VENTA INTEGRAL;2022/07;Ejecutado;11589543,64
CORPORATIVO;GERENCIA DE CLIENTE;VENTA INTEGRAL;2022/08;Ejecutado;11862430,57
CORPORATIVO;GERENCIA DE CLIENTE;VENTA INTEGRAL;2022/09;Ejecutado;13202674,59
CORPORATIVO;GERENCIA DE CLIENTE;VENTA INTEGRAL;2022/10;Ejecutado;12615382,6
CORPORATIVO;GERENCIA DE CLIENTE;VENTA INTEGRAL;2022/11;Ejecutado;11194433
CORPORATIVO;GERENCIA DE CLIENTE;VENTA INTEGRAL;2022/12;Ejecutado;29822809
FINANCIAMIENTO Y ALIANZAS;ADMON FINANCIAMIENTO;ADMINISTRACIÓN FINANCIAMIENTO Y ALIANZAS;2022/01;Ejecutado;42659386,08
FINANCIAMIENTO Y ALIANZAS;ADMON FINANCIAMIENTO;ADMINISTRACIÓN FINANCIAMIENTO Y ALIANZAS;2022/02;Ejecutado;30960751,87
FINANCIAMIENTO Y ALIANZAS;ADMON FINANCIAMIENTO;ADMINISTRACIÓN FINANCIAMIENTO Y ALIANZAS;2022/03;Ejecutado;24792061,38
FINANCIAMIENTO Y ALIANZAS;ADMON FINANCIAMIENTO;ADMINISTRACIÓN FINANCIAMIENTO Y ALIANZAS;2022/04;Ejecutado;25312634,39
FINANCIAMIENTO Y ALIANZAS;ADMON FINANCIAMIENTO;ADMINISTRACIÓN FINANCIAMIENTO Y ALIANZAS;2022/05;Ejecutado;34052912,25
FINANCIAMIENTO Y ALIANZAS;ADMON FINANCIAMIENTO;ADMINISTRACIÓN FINANCIAMIENTO Y ALIANZAS;2022/06;Ejecutado;52861229,75
FINANCIAMIENTO Y ALIANZAS;ADMON FINANCIAMIENTO;ADMINISTRACIÓN FINANCIAMIENTO Y ALIANZAS;2022/07;Ejecutado;50375838,68
FINANCIAMIENTO Y ALIANZAS;ADMON FINANCIAMIENTO;ADMINISTRACIÓN FINANCIAMIENTO Y ALIANZAS;2022/08;Ejecutado;25124526,41
FINANCIAMIENTO Y ALIANZAS;ADMON FINANCIAMIENTO;ADMINISTRACIÓN FINANCIAMIENTO Y ALIANZAS;2022/09;Ejecutado;162407212,1
FINANCIAMIENTO Y ALIANZAS;ADMON FINANCIAMIENTO;ADMINISTRACIÓN FINANCIAMIENTO Y ALIANZAS;2022/10;Ejecutado;31908827,61
FINANCIAMIENTO Y ALIANZAS;ADMON FINANCIAMIENTO;ADMINISTRACIÓN FINANCIAMIENTO Y ALIANZAS;2022/11;Ejecutado;-11058552
FINANCIAMIENTO Y ALIANZAS;ADMON FINANCIAMIENTO;ADMINISTRACIÓN FINANCIAMIENTO Y ALIANZAS;2022/12;Ejecutado;397130735
FINANCIAMIENTO Y ALIANZAS;CONVENIOS Y ALIANZAS;CONVENIOS Y ALIANZAS;2022/01;Ejecutado;26660435,47
FINANCIAMIENTO Y ALIANZAS;CONVENIOS Y ALIANZAS;CONVENIOS Y ALIANZAS;2022/02;Ejecutado;24710331,15
FINANCIAMIENTO Y ALIANZAS;CONVENIOS Y ALIANZAS;CONVENIOS Y ALIANZAS;2022/03;Ejecutado;24067220,42
FINANCIAMIENTO Y ALIANZAS;CONVENIOS Y ALIANZAS;CONVENIOS Y ALIANZAS;2022/04;Ejecutado;23158800,38
FINANCIAMIENTO Y ALIANZAS;CONVENIOS Y ALIANZAS;CONVENIOS Y ALIANZAS;2022/05;Ejecutado;24290888,54
FINANCIAMIENTO Y ALIANZAS;CONVENIOS Y ALIANZAS;CONVENIOS Y ALIANZAS;2022/06;Ejecutado;22868126,23
FINANCIAMIENTO Y ALIANZAS;CONVENIOS Y ALIANZAS;CONVENIOS Y ALIANZAS;2022/07;Ejecutado;33239887,79
FINANCIAMIENTO Y ALIANZAS;CONVENIOS Y ALIANZAS;CONVENIOS Y ALIANZAS;2022/08;Ejecutado;23545758,13
FINANCIAMIENTO Y ALIANZAS;CONVENIOS Y ALIANZAS;CONVENIOS Y ALIANZAS;2022/09;Ejecutado;28513068,69
FINANCIAMIENTO Y ALIANZAS;CONVENIOS Y ALIANZAS;CONVENIOS Y ALIANZAS;2022/10;Ejecutado;89711512,78
FINANCIAMIENTO Y ALIANZAS;CONVENIOS Y ALIANZAS;CONVENIOS Y ALIANZAS;2022/11;Ejecutado;54868502
FINANCIAMIENTO Y ALIANZAS;CONVENIOS Y ALIANZAS;CONVENIOS Y ALIANZAS;2022/12;Ejecutado;106417420
FINANCIAMIENTO Y ALIANZAS;CREDITO SOCIAL;ADMON CREDITO;2022/01;Ejecutado;310901940,4
FINANCIAMIENTO Y ALIANZAS;CREDITO SOCIAL;ADMON CREDITO;2022/02;Ejecutado;348420095,4
FINANCIAMIENTO Y ALIANZAS;CREDITO SOCIAL;ADMON CREDITO;2022/03;Ejecutado;288357654,6
FINANCIAMIENTO Y ALIANZAS;CREDITO SOCIAL;ADMON CREDITO;2022/04;Ejecutado;288101622,8
FINANCIAMIENTO Y ALIANZAS;CREDITO SOCIAL;ADMON CREDITO;2022/05;Ejecutado;302655650,5
FINANCIAMIENTO Y ALIANZAS;CREDITO SOCIAL;ADMON CREDITO;2022/06;Ejecutado;292141156,8
FINANCIAMIENTO Y ALIANZAS;CREDITO SOCIAL;ADMON CREDITO;2022/07;Ejecutado;298826782,1
FINANCIAMIENTO Y ALIANZAS;CREDITO SOCIAL;ADMON CREDITO;2022/08;Ejecutado;325761199,1
FINANCIAMIENTO Y ALIANZAS;CREDITO SOCIAL;ADMON CREDITO;2022/09;Ejecutado;550733341,4
FINANCIAMIENTO Y ALIANZAS;CREDITO SOCIAL;ADMON CREDITO;2022/10;Ejecutado;290731372,2
FINANCIAMIENTO Y ALIANZAS;CREDITO SOCIAL;ADMON CREDITO;2022/11;Ejecutado;448761713
FINANCIAMIENTO Y ALIANZAS;CREDITO SOCIAL;ADMON CREDITO;2022/12;Ejecutado;545534991
FINANCIAMIENTO Y ALIANZAS;CREDITO SOCIAL;CREDITO SOCIAL;2022/01;Ejecutado;111957461,2
FINANCIAMIENTO Y ALIANZAS;CREDITO SOCIAL;CREDITO SOCIAL;2022/02;Ejecutado;98521843,75
FINANCIAMIENTO Y ALIANZAS;CREDITO SOCIAL;CREDITO SOCIAL;2022/03;Ejecutado;102695900,5
FINANCIAMIENTO Y ALIANZAS;CREDITO SOCIAL;CREDITO SOCIAL;2022/04;Ejecutado;169838330,9
FINANCIAMIENTO Y ALIANZAS;CREDITO SOCIAL;CREDITO SOCIAL;2022/05;Ejecutado;151128780,7
FINANCIAMIENTO Y ALIANZAS;CREDITO SOCIAL;CREDITO SOCIAL;2022/06;Ejecutado;227592277,7
FINANCIAMIENTO Y ALIANZAS;CREDITO SOCIAL;CREDITO SOCIAL;2022/07;Ejecutado;161553894
FINANCIAMIENTO Y ALIANZAS;CREDITO SOCIAL;CREDITO SOCIAL;2022/08;Ejecutado;196306639,6
FINANCIAMIENTO Y ALIANZAS;CREDITO SOCIAL;CREDITO SOCIAL;2022/09;Ejecutado;228868259,8
FINANCIAMIENTO Y ALIANZAS;CREDITO SOCIAL;CREDITO SOCIAL;2022/10;Ejecutado;152145602
FINANCIAMIENTO Y ALIANZAS;CREDITO SOCIAL;CREDITO SOCIAL;2022/11;Ejecutado;226587007
FINANCIAMIENTO Y ALIANZAS;CREDITO SOCIAL;CREDITO SOCIAL;2022/12;Ejecutado;433218871
FINANCIAMIENTO Y ALIANZAS;OPERADOR;MI PLANILLA;2022/01;Ejecutado;47283079,27
FINANCIAMIENTO Y ALIANZAS;OPERADOR;MI PLANILLA;2022/02;Ejecutado;104654851,4
FINANCIAMIENTO Y ALIANZAS;OPERADOR;MI PLANILLA;2022/03;Ejecutado;35489237,61
FINANCIAMIENTO Y ALIANZAS;OPERADOR;MI PLANILLA;2022/04;Ejecutado;49011189,88
FINANCIAMIENTO Y ALIANZAS;OPERADOR;MI PLANILLA;2022/05;Ejecutado;67515000,46
FINANCIAMIENTO Y ALIANZAS;OPERADOR;MI PLANILLA;2022/06;Ejecutado;52796179,62
FINANCIAMIENTO Y ALIANZAS;OPERADOR;MI PLANILLA;2022/07;Ejecutado;48149643,62
FINANCIAMIENTO Y ALIANZAS;OPERADOR;MI PLANILLA;2022/08;Ejecutado;43461802,85
FINANCIAMIENTO Y ALIANZAS;OPERADOR;MI PLANILLA;2022/09;Ejecutado;69358621,88
FINANCIAMIENTO Y ALIANZAS;OPERADOR;MI PLANILLA;2022/10;Ejecutado;46434112,09
FINANCIAMIENTO Y ALIANZAS;OPERADOR;MI PLANILLA;2022/11;Ejecutado;50787186
FINANCIAMIENTO Y ALIANZAS;OPERADOR;MI PLANILLA;2022/12;Ejecutado;88988938
SALUD;ASEGURAMIENTO SALUD;ADMINISTRACION EPS;2022/01;Ejecutado;1023975691
SALUD;ASEGURAMIENTO SALUD;ADMINISTRACION EPS;2022/02;Ejecutado;348060988,1
SALUD;ASEGURAMIENTO SALUD;ADMINISTRACION EPS;2022/03;Ejecutado;370850051,9
SALUD;ASEGURAMIENTO SALUD;ADMINISTRACION EPS;2022/04;Ejecutado;393700001,2
SALUD;ASEGURAMIENTO SALUD;ADMINISTRACION EPS;2022/05;Ejecutado;339642867,7
SALUD;ASEGURAMIENTO SALUD;ADMINISTRACION EPS;2022/06;Ejecutado;323480914,2
SALUD;ASEGURAMIENTO SALUD;ADMINISTRACION EPS;2022/07;Ejecutado;314458849,4
SALUD;ASEGURAMIENTO SALUD;ADMINISTRACION EPS;2022/08;Ejecutado;347862836
SALUD;ASEGURAMIENTO SALUD;ADMINISTRACION EPS;2022/09;Ejecutado;813750539,8
SALUD;ASEGURAMIENTO SALUD;ADMINISTRACION EPS;2022/10;Ejecutado;330804420,6
SALUD;ASEGURAMIENTO SALUD;ADMINISTRACION EPS;2022/11;Ejecutado;362721533
SALUD;ASEGURAMIENTO SALUD;ADMINISTRACION EPS;2022/12;Ejecutado;873307829
SALUD;ASEGURAMIENTO SALUD;CONTRIBUTIVO NO POS;2022/03;Ejecutado;66
SALUD;ASEGURAMIENTO SALUD;CONTRIBUTIVO NO POS;2022/04;Ejecutado;-1,603024023
SALUD;ASEGURAMIENTO SALUD;CONTRIBUTIVO NO POS;2022/07;Ejecutado;86
SALUD;ASEGURAMIENTO SALUD;CONTRIBUTIVO NO POS;2022/08;Ejecutado;38,36452144
SALUD;ASEGURAMIENTO SALUD;CONTRIBUTIVO NO POS;2022/09;Ejecutado;186,8145654
SALUD;ASEGURAMIENTO SALUD;CONTRIBUTIVO NO POS;2022/10;Ejecutado;65,66728009
SALUD;ASEGURAMIENTO SALUD;CONTRIBUTIVO NO POS;2022/11;Ejecutado;276
SALUD;ASEGURAMIENTO SALUD;CONTRIBUTIVO NO POS;2022/12;Ejecutado;21
SALUD;ASEGURAMIENTO SALUD;PLAN COMPLEMENTARIO CONVENIOS;2022/03;Ejecutado;131
SALUD;ASEGURAMIENTO SALUD;PLAN COMPLEMENTARIO CONVENIOS;2022/04;Ejecutado;-2,206048046
SALUD;ASEGURAMIENTO SALUD;PLAN COMPLEMENTARIO CONVENIOS;2022/07;Ejecutado;173
SALUD;ASEGURAMIENTO SALUD;PLAN COMPLEMENTARIO CONVENIOS;2022/08;Ejecutado;77,72904289
SALUD;ASEGURAMIENTO SALUD;PLAN COMPLEMENTARIO CONVENIOS;2022/09;Ejecutado;373,6291307
SALUD;ASEGURAMIENTO SALUD;PLAN COMPLEMENTARIO CONVENIOS;2022/10;Ejecutado;128,3345602
SALUD;ASEGURAMIENTO SALUD;PLAN COMPLEMENTARIO CONVENIOS;2022/11;Ejecutado;554
SALUD;ASEGURAMIENTO SALUD;PLAN COMPLEMENTARIO CONVENIOS;2022/12;Ejecutado;43
SALUD;ASEGURAMIENTO SALUD;PLAN COMPLEMENTARIO INDIVIDUAL;2022/01;Ejecutado;42591072,45
SALUD;ASEGURAMIENTO SALUD;PLAN COMPLEMENTARIO INDIVIDUAL;2022/02;Ejecutado;48182720,35
SALUD;ASEGURAMIENTO SALUD;PLAN COMPLEMENTARIO INDIVIDUAL;2022/03;Ejecutado;52868561,18
SALUD;ASEGURAMIENTO SALUD;PLAN COMPLEMENTARIO INDIVIDUAL;2022/04;Ejecutado;60620434,06
SALUD;ASEGURAMIENTO SALUD;PLAN COMPLEMENTARIO INDIVIDUAL;2022/05;Ejecutado;58424575,14
SALUD;ASEGURAMIENTO SALUD;PLAN COMPLEMENTARIO INDIVIDUAL;2022/06;Ejecutado;58139949,75
SALUD;ASEGURAMIENTO SALUD;PLAN COMPLEMENTARIO INDIVIDUAL;2022/07;Ejecutado;50176677
SALUD;ASEGURAMIENTO SALUD;PLAN COMPLEMENTARIO INDIVIDUAL;2022/08;Ejecutado;62269902,96
SALUD;ASEGURAMIENTO SALUD;PLAN COMPLEMENTARIO INDIVIDUAL;2022/09;Ejecutado;64757733,75
SALUD;ASEGURAMIENTO SALUD;PLAN COMPLEMENTARIO INDIVIDUAL;2022/10;Ejecutado;64391190,81
SALUD;ASEGURAMIENTO SALUD;PLAN COMPLEMENTARIO INDIVIDUAL;2022/11;Ejecutado;63637011
SALUD;ASEGURAMIENTO SALUD;PLAN COMPLEMENTARIO INDIVIDUAL;2022/12;Ejecutado;102733992
SALUD;CONVENIOS SALUD;INMUNIZACION;2022/01;Ejecutado;22205261,55
SALUD;CONVENIOS SALUD;INMUNIZACION;2022/02;Ejecutado;20512448,33
SALUD;CONVENIOS SALUD;INMUNIZACION;2022/03;Ejecutado;41133261,18
SALUD;CONVENIOS SALUD;INMUNIZACION;2022/04;Ejecutado;6646348,724
SALUD;CONVENIOS SALUD;INMUNIZACION;2022/05;Ejecutado;6330669,393
SALUD;CONVENIOS SALUD;INMUNIZACION;2022/06;Ejecutado;4775294,168
SALUD;CONVENIOS SALUD;INMUNIZACION;2022/07;Ejecutado;-19133029,1
SALUD;CONVENIOS SALUD;INMUNIZACION;2022/08;Ejecutado;1144310,069
SALUD;CONVENIOS SALUD;INMUNIZACION;2022/09;Ejecutado;899194,9929
SALUD;CONVENIOS SALUD;INMUNIZACION;2022/10;Ejecutado;1788948,772
SALUD;CONVENIOS SALUD;INMUNIZACION;2022/11;Ejecutado;2285659
SALUD;CONVENIOS SALUD;INMUNIZACION;2022/12;Ejecutado;4518403
SALUD;PRESTACION SALUD;ADMINISTRACION IPS;2022/01;Ejecutado;7538112,991
SALUD;PRESTACION SALUD;ADMINISTRACION IPS;2022/02;Ejecutado;13622436
SALUD;PRESTACION SALUD;ADMINISTRACION IPS;2022/03;Ejecutado;20211994,86
SALUD;PRESTACION SALUD;ADMINISTRACION IPS;2022/04;Ejecutado;-6069612,417
SALUD;PRESTACION SALUD;ADMINISTRACION IPS;2022/05;Ejecutado;10740352,26
SALUD;PRESTACION SALUD;ADMINISTRACION IPS;2022/06;Ejecutado;30353918,05
SALUD;PRESTACION SALUD;ADMINISTRACION IPS;2022/07;Ejecutado;37179255,76
SALUD;PRESTACION SALUD;ADMINISTRACION IPS;2022/08;Ejecutado;-10891690,45
SALUD;PRESTACION SALUD;ADMINISTRACION IPS;2022/09;Ejecutado;33637725,98
SALUD;PRESTACION SALUD;ADMINISTRACION IPS;2022/10;Ejecutado;11126023,97
SALUD;PRESTACION SALUD;ADMINISTRACION IPS;2022/11;Ejecutado;29128977
SALUD;PRESTACION SALUD;ADMINISTRACION IPS;2022/12;Ejecutado;51065844
SALUD;PRESTACION SALUD;APOYO DIAGNOSTICO;2022/01;Ejecutado;2030980,159
SALUD;PRESTACION SALUD;APOYO DIAGNOSTICO;2022/02;Ejecutado;1541567,963
SALUD;PRESTACION SALUD;APOYO DIAGNOSTICO;2022/03;Ejecutado;4425192,413
SALUD;PRESTACION SALUD;APOYO DIAGNOSTICO;2022/04;Ejecutado;2196826,406
SALUD;PRESTACION SALUD;APOYO DIAGNOSTICO;2022/05;Ejecutado;2105315,637
SALUD;PRESTACION SALUD;APOYO DIAGNOSTICO;2022/06;Ejecutado;2877856,039
SALUD;PRESTACION SALUD;APOYO DIAGNOSTICO;2022/07;Ejecutado;2444444,88
SALUD;PRESTACION SALUD;APOYO DIAGNOSTICO;2022/08;Ejecutado;8988730,931
SALUD;PRESTACION SALUD;APOYO DIAGNOSTICO;2022/09;Ejecutado;4143398,707
SALUD;PRESTACION SALUD;APOYO DIAGNOSTICO;2022/10;Ejecutado;1460516,981
SALUD;PRESTACION SALUD;APOYO DIAGNOSTICO;2022/11;Ejecutado;2027858
SALUD;PRESTACION SALUD;APOYO DIAGNOSTICO;2022/12;Ejecutado;8343836
SALUD;PRESTACION SALUD;CENTRAL DE URGENCIAS;2022/03;Ejecutado;66
SALUD;PRESTACION SALUD;CENTRAL DE URGENCIAS;2022/04;Ejecutado;-1,603024023
SALUD;PRESTACION SALUD;CENTRAL DE URGENCIAS;2022/07;Ejecutado;86
SALUD;PRESTACION SALUD;CENTRAL DE URGENCIAS;2022/08;Ejecutado;38,36452144
SALUD;PRESTACION SALUD;CENTRAL DE URGENCIAS;2022/09;Ejecutado;6649606,299
SALUD;PRESTACION SALUD;CENTRAL DE URGENCIAS;2022/10;Ejecutado;626234,6673
SALUD;PRESTACION SALUD;CENTRAL DE URGENCIAS;2022/11;Ejecutado;276
SALUD;PRESTACION SALUD;CENTRAL DE URGENCIAS;2022/12;Ejecutado;21
SALUD;PRESTACION SALUD;CIRUGIA;2022/01;Ejecutado;6392326,1
SALUD;PRESTACION SALUD;CIRUGIA;2022/02;Ejecutado;8466853,423
SALUD;PRESTACION SALUD;CIRUGIA;2022/03;Ejecutado;10240711,83
SALUD;PRESTACION SALUD;CIRUGIA;2022/04;Ejecutado;6517751,158
